lokalbahn, lokalban
gebrause, ɡeprausə
augustini, auhɡustiəni
abstrakter, abstraktə
provide, profidə
zusatz, tsusats
nüchterne, nyxteənə
minute, minutə
feuers, foyeəs
vernommen, feənomən
ungepflasterten, uŋepflasteətən
grasplatz, krasplats
como, komo
örtern, øəteən
blague, plaɡuə
fabelhaftes, fabelhaftes
beratung, beratuŋk
bebten, beptən
umwandelte, umvandeltə
metempsychose, metempsyxosə
kleideten, klaiedetən
selbstgespräch, tselbstɡesprex
ausgebreiteter, ausɡepraietetə
schwerkranken, ʃveəkraŋkən
beleidigung, belaiediçuŋk
betrüglich, betryklix
bewohnten, bevontən
himmelsgrunde, himelskrundə
tierblick, tieəplik
zierden, tsiədən
torquatus, torkvatus
ludwigstrasse, lutviçstrasə
erfolges, eəfolɡes
unverbesserlichen, unfeəbeseəlixən
punkten, puŋktən
entlehnte, əntlentə
bartes, baətes
kunstgriffen, kunstkrifən
glocke, klokə
geschmacksurteil, ɡeʃmaksuətail
faunen, fauhnən
fischschwanzes, fiʃʃvantses
überwaltet, ybeəvaltet
ausgänge, ausɡeŋə
vernunftsschlusse, feənunftsxlusə
hastiger, hastiɡə
klingenbrunn, kliŋənprun
gemeinsam, ɡemainsam
katers, kateəs
ungescholten, uŋeʃoltən
schaukelt, ʃauhkelt
tiger, tiɡə
grimmig, krimik
wißbegierigen, visbeɡiriɡən
zerschmettert, tseəʃmeteət
verlernen, feəleənən
ghibellinen, khibelinən
sorgfältige, tsoəkfeltiɡə
gewundne, ɡevuntnə
kakus, kakus
meng, mənk
zurückgewichen, tsurykɡevixən
muntrer, muntrə
gerichtssaales, ɡerixtsales
müsste, mystə
leckte, lektə
erfahrende, eəfarəndə
wollüstigen, volystieɡən
lenkern, lənkeən
lüftlein, lyftlain
gau, ɡauh
fleißes, flaises
verabscheuungswürdig, ferapʃoyuŋsvyədik
postkarte, postkaətə
belletristische, beletristiʃə
anmuthig, anmutik
klinghammer, kliŋkhamə
schreibart, ʃraiebaət
altarnische, altaəniʃə
ehrenkompanien, erənkompanin
wühlende, vyləndə
atemkraft, atemkraft
heimweh, haimve
umgekleidet, umɡeklaiedet
schwermütigen, ʃveəmytieɡən
selbstvergessen, tselbstfeəɡesən
baute, bautə
richtschnur, rixt͡ʃnuə
vernunftbearbeitungen, feənunftbeaəbaietuŋən
vorangeschickt, foraŋeʃikt
bewegungsgründe, beveɡuŋskryndə
umsehn, umsen
trommel, tromel
phrygische, fryɡiʃə
zureden, tsuredən
imaginarium, imaɡinarium
dienstes, dinstes
quentchen, kvəntxən
orientalisch, orintaliʃ
fratzenhaft, fratsənhaft
ausgepackt, ausɡepakt
verwickelten, feəvikeltən
zurückließe, tsuryklisə
autor, auhtoə
schneidenden, ʃnaiedəndən
erbarmungswürdig, eəbaəmuŋsvyədik
saalnixe, tsalniksə
wend, vənt
anreizen, anraietsən
fesselt, feselt
zwittertriebe, tsviteətribə
näherkommen, neeəkomən
wegfalle, vekfalə
reale, realə
menschenvolk, mənʃənfolk
ölgetränkten, ølɡetreŋktən
verpflichtung, feəpflixtuŋk
abenteuerlicherweise, abəntoyeəlixeəvaisə
ehemaligen, eemaliɡən
anschrie, anʃriə
gewähnt, ɡevent
beseelt, beselt
verursacht, feruəsaxt
trächtig, trextik
zahler, tsalə
gebieters, ɡebiteəs
errichteten, eərixtetən
tröstliche, trøstlixə
unterrichtet, unteərixtet
munterkeit, munteəkait
handen, handən
verwirrt, feəviərt
vorsatz, foəsats
gestürzt, ɡestyətst
fußspitzen, fusspitsən
schweif, ʃvaif
physiognomie, fysioknomiə
erzfeind, eətsfaint
zuchtlosigkeit, tsuxtlosikkait
ehrendamen, erəndamən
versprachst, feəsprakst
posted, postet
emporzuringen, empoətsuriŋən
toilette, toiletə
entbindet, əntbindet
promenade, promenadə
palastdame, palastdamə
luginsland, luɡinslant
vorzuwerfen, foətsuveəfən
aussahen, ausahən
akademischer, akademiʃə
metallisch, metaliʃ
reiter, raitə
untermischt, unteəmiʃt
müßt, myst
karlsruhe, kaəlsruə
cors, koəs
fürstenhause, fyəstənhausə
könnt, kønt
brautzug, prauhtsuk
innrem, inrem
gepflanzt, ɡepflantst
wasserlügen, vaseəlyɡən
ebenbürtigkeit, ebənbyətikkait
wiederzukehren, videətsukerən
fordere, foədərə
stöberte, støbeətə
grössten, krøstən
umständlich, umstentlix
eingebracht, aiŋepraxt
verschläge, feəʃleɡə
damages, damaɡes
schlangenhaft, ʃlaŋənhaft
gehemmt, ɡehemt
gespreizten, ɡespraitstən
entsinnst, əntsinst
beweisart, bevaiesaət
stocke, stokə
beiwohnt, baievont
beschließerin, beʃliserin
überbeut, ybeəboyt
hellverklärt, helfeəkleət
gekleidete, ɡeklaiedetə
have, hafə
beengt, beŋt
nachweis, naxvais
ziegeln, tsiɡeln
anlegt, anleɡt
scheusale, ʃoyhsalə
durazz, duratsts
trompeter, trompetə
güte, ɡytə
naturbegriffe, natuəbekrifə
kammerlakeien, kameəlakaiən
projectionen, projektsionən
unzahl, untsal
transcription, transkriptsion
niederdringt, nideətriŋt
ungarn, uŋaən
treffe, trefə
curo, kuro
untermengt, unteəmənɡt
dienstboten, dinstbotən
materialien, materialin
sorgliche, tsoəklixə
beschwor, beʃvoə
allesammt, alesamt
antichrist, antixrist
april, april
hochverzinslicher, hoxfeətsinslixə
relation, relatsion
weltgesetze, veltɡesetsə
trotzalledem, trotsaledem
remove, remofə
bedeckter, bedektə
lustiges, lustieɡes
korrespondierendes, koərespondirəndes
four, fouə
geschichtsschreiber, ɡeʃixtsxraibə
vertreter, feətretə
entbricht, əntprixt
lindernden, lindeəndən
fügen, fyɡən
aufzuheben, auftsuhebən
unanfechtbare, unanfextbarə
bewohnerinnen, bevonerinən
überstandener, ybeəstandənə
zurückgewandt, tsurykɡevant
leserlich, leseəlix
tränenvolle, trenənfolə
verlauf, feəlauf
aufmerksam, aufmeəksam
schikanen, ʃikanən
studium, studium
blinzelte, plintseltə
abgeplatteten, apɡeplatetən
diese, disə
odem, odem
bebe, bebə
unfestlich, unfestlix
glückshafen, klykshafən
ängstlichkeit, eŋstlixkait
hipp, hip
heilig, haielik
wegzuräumen, vektsuroyhmən
sacklauf, tsaklauf
welcome, velkomə
versetzungen, feəsetsuŋən
vorhang, foəhaŋk
nachkommen, naxkomən
journal, jouənal
bürgermeister, byəɡeəmaistə
postulats, postulats
after, aftə
hinausläuft, hinausloyft
hinaufzogen, hinauftsoɡən
spähst, spest
erdgebornen, eətɡeboənən
werkstätten, veəkstetən
sauerteig, tsaueətaik
werbeschrift, veəbeʃrift
niedergekommen, nideəɡekomən
mals, mals
selbstgenügsam, tselbstɡenyksam
begnadigst, beknadiçst
wunderklängen, vundeəkleŋən
jemand, jemant
hinausreichenden, hinausraiexəndən
ägyptischer, eɡyptiʃə
bedroh, betro
spielten, spiltən
monaden, monadən
lawn, lavn
title, titlə
reputam, reputam
consequentiae, konsekvəntiaə
morgengruß, moəɡənkrus
zypressen, tsypresən
rauchte, rauxtə
anrechnen, anrexnən
verstandesgebrauche, feəstandesɡeprauxə
apprehendiere, aprehəndirə
mittelgrossen, mitelkrosən
süssen, tsysən
führst, fyəst
kriegsjahre, kriɡsjarə
nichtswürdig, nixtsvyədik
gewahren, ɡevarən
wolltest, voltest
vermögensverwaltung, feəmøɡənsfeəvaltuŋk
zwingest, tsviŋest
vercell, feəkel
halses, halses
angenommen, aŋenomən
begrenztes, bekrəntstes
erschwerend, eəʃverənt
anhängende, anheŋəndə
hauen, hauən
nutzung, nutsuŋk
düsterm, dysteəm
veränderten, ferendeətən
angehalten, aŋehaltən
might, miçht
trotz, trots
aufhielt, aufhilt
strahlblitz, stralplits
beklatschte, beklat͡ʃtə
anwandlungen, anvantluŋən
dagegen, daɡeɡən
tadels, tadels
neunhundertdreißigmal, noynhundeətraisikmal
anzustücken, antsustykən
unzugängliche, untsuɡeŋklixə
umonst, umonst
tischchen, tiʃxən
wogendrange, voɡəntraŋə
tatar, tataə
zuflucht, tsufluxt
fischen, fiʃən
sessels, tsesels
zuhörer, tsuhørə
opernmelodie, opeənmelodiə
gegraben, ɡekrabən
gespritzt, ɡespritst
wachsthum, vakstum
widmen, vitmən
hingestellt, hiŋestelt
rinier, riniə
jahrzehntelange, jaətsentelaŋə
natürlich, natyəlix
verglommen, feəklomən
ertrug, eətruk
witzelt, vitselt
zivilere, tsifilərə
skeptikern, skeptiekeən
verbote, feəbotə
melior, melioə
gnaden, knadən
kenntnissen, kənntnisən
obrer, oprə
darstellungsmittel, daəsteluŋsmitel
naturerkenntnis, natureəkənntnis
frühlingsleben, fryliŋslebən
ließe, lisə
unzüchtigen, untsyxtieɡən
morgenländischen, moəɡənlendiʃən
desungeachtet, desuŋeaxtet
losgerissen, losɡerisən
jubeltön, jubeltøn
mahoms, mahoms
wislizenus, vislitsenus
abgebildet, apɡebildet
erschreckende, eəʃrekəndə
gebietrisch, ɡebitriʃ
grundherrn, krunteərn
montierung, montiəruŋk
seligem, tseliɡem
geistiger, ɡaistiɡə
durchsetzen, duəksetsən
najaden, najadən
http, htp
hernimmt, heənimt
vorgesehn, foəɡesen
enttäuscht, əntoyʃt
fortsetzten, foətsetstən
entschienen, ənt͡ʃinən
entgegennehmen, əntɡeɡənnemən
gekreuzten, ɡekroytstən
ausbreitete, auspraietetə
nichtseins, nixtsains
bekanntgegeben, bekantɡeɡebən
compliance, kompliankə
zuversicht, tsufeəsixt
entrückst, əntrykst
zufälligkeit, tsufelikkait
neuentdeckten, noyəntdektən
wunderakt, vunderakt
kausalverhältnisse, kauhsalfeəheltnisə
zerlumpt, tseəlumpt
entwickelt, əntvikelt
niederlassen, nideəlasən
strafbaren, strafbarən
erlass, eəlas
affaire, afairə
honoriert, honoriət
existiert, eksistieət
hereinkommen, heraiŋkomən
gutmüthigverschmitzter, ɡutmytikfeəʃmitstə
blumenerinnerungen, plumenərineruŋən
achtes, axtes
zwicker, tsvikə
atheisten, ataistən
vasenähnliche, fasenenlixə
satte, tsatə
stürzen, styətsən
tea, tea
gegenwart, ɡeɡənvaət
weissagen, vaisaɡən
kümmerlichste, kymeəlikstə
bewusster, bevustə
zurückkamen, tsurykkamən
ufernetzend, ufeənetsənt
helfen, helfən
hofnachrichten, hofnaxrixtən
reitpferde, raitpfeədə
schwangre, ʃvaŋkrə
französischer, frantsøsiʃə
genoß, ɡenos
sonnigen, tsoniɡən
plump, plump
beigezählt, baieɡetselt
schwöllen, ʃvølən
reinrer, rainrə
aufgeregten, aufɡerektən
behielte, behiltə
gute, ɡutə
gelang, ɡelaŋk
börsenblatt, bøəsənplat
ruheplätzchen, ruhepletsxən
tendenz, təndənts
züngelt, tsyŋelt
altan, altan
verließ, feəlis
gleichzustellen, klaixtsustelən
kennzeichnung, kənntsaixnuŋk
wischte, viʃtə
ausüben, auhsybən
bestandteilen, bestantaielən
befürchtung, befyəxtuŋk
gelegten, ɡelektən
geduldet, ɡeduldet
wirklichen, viəklixən
natürlicherweise, natyəlixeəvaisə
theaterpublicum, teateəpuplikum
erziehungsgeschäft, eətsiuŋsɡeʃeft
zweifarbigen, tsvaiefaəbiɡən
fähr, feə
kreuzung, kroyhtsuŋk
bezahle, betsalə
lichter, lixtə
zeilen, tsaielən
überzufahren, ybeətsufarən
schwände, ʃvendə
empfahen, empfahən
zerschneiden, tseəʃnaiedən
hinnahm, hinam
bereuend, beroyənt
advance, atfankə
anerkannten, aneəkantən
erstrebten, eəstreptən
holzgeschäft, holtsɡeʃeft
blaue, plauə
hervorriefen, heəfoərifən
bedenklichkeiten, bedənklixkaietən
wortdrama, voətrama
reihn, raihn
zeitverlieren, tsaitfeəlirən
mäntel, mentel
kastanienzufahrt, kastanintsufaət
vermutete, feəmutetə
berechtigte, berextiktə
dreifuß, traiefus
allgenugsamen, alɡenuksamən
reserve, reseəfə
regressus, rekresus
fürstinnen, fyəstinən
saturn, tsatuən
walzen, valtsən
resignation, resiknatsion
lesens, lesəns
herabzuschwingen, heraptsuʃviŋən
festzusitzen, festsusitsən
staude, staudə
renommee, renomeə
phlägra, flekra
konsequenter, konsekvəntə
verewigen, fereviɡən
barbarisirt, baəbarisiət
sprachmikroskopiker, spraxmikroskopikə
hocherhabnen, hoxeəhapnən
tageslauf, taɡeslauf
reizmitteln, raitsmiteln
verwendeten, feəvəndetən
schlinge, ʃliŋə
tatze, tatsə
culturform, kultuəfoəm
gewölbebau, ɡevølbebauh
vorzustehen, foətsustehən
lösen, løsən
hätte, hetə
kastor, kastoə
feindestücke, faindestykə
schwächlicher, ʃvexlixə
parnaß, paənas
augustin, auhɡustin
moralität, moralitet
zeiget, tsaieɡet
unstörbarer, unstøəbarə
tatkraft, tatkraft
flüssigen, flysiɡən
universitas, unifeəsitas
schooss, ʃos
schlimmste, ʃlimstə
identitatis, idəntietatis
aufzubaun, auftsubaun
empfangenden, empfaŋəndən
errors, eəroəs
auseinanderreissen, auhsaiənandeəraisən
pallas, palas
abstamme, abstamə
hinzusetzen, hintsusetsən
umhergekreuzt, umheəɡekroytst
gebogenes, ɡeboɡenes
tiefste, tiefstə
schulzimmer, ʃultsimə
zeitverlust, tsaitfeəlust
geschliffenen, ɡeʃlifenən
kalfatert, kalfateət
sitzend, tsitsənt
erhöhtes, eəhøtes
vaterhauses, fateəhauhses
abirrungen, abiəruŋən
furchtsam, fuəxtsam
gebracht, ɡepraxt
grunderfahrungen, krundeəfaruŋən
opern, opeən
entziehen, əntsiən
lieblingsmaterien, lipliŋsmaterin
trichterförmigen, trixteəføəmiɡən
tönend, tønənt
durcheinander, duəxaiənandə
rednerischer, retneriʃə
revolutionäre, refolutsionerə
szenen, stsenən
armstühlen, aəmstylən
säubern, tsoyhbeən
gierige, ɡiriçə
dienten, dintən
nichtgenius, nixtɡenius
vater, fatə
dr, dr
wegläßt, veklest
zutun, tsutun
dotiert, dotieət
zeichne, tsaixnə
einlösung, ainløsuŋk
polyklet, polyklet
abzusondern, aptsusondeən
athener, atənə
empfindlicher, empfintlixə
träumen, troyhmən
versehen, feəsehən
schläfrigkeit, ʃlefrikkait
vorgerückten, foəɡeryktən
wegführen, vekfyrən
schwerfällig, ʃveəfelik
hungerschrei, huŋeəʃraie
dorfes, doəfes
endgültige, əntɡyltiɡə
zusammenübung, tsusamenybuŋk
wohler, volə
bestien, bestiən
bänder, bendə
schloßhofe, ʃloshofə
genannt, ɡenant
allzuschändlich, altsuʃentlix
dreifache, traiefaxə
zwiebeln, tsvibeln
bettle, betlə
geblök, ɡepløk
aufrichtende, aufrixtəndə
abgang, apɡaŋk
nackenfell, nakənfel
zeitlichen, tsaitlixən
väterliches, feteəlixes
löwenfelle, løvənfelə
baldigste, baldiçstə
bejammernswert, bejameənsveət
dauerstern, daueəsteən
bilderrede, bildeəredə
alabastergruppe, alabasteəkrupə
aufzudrehen, auftsutrehən
missverstand, misfeəstant
verluste, feəlustə
liebes, libes
einstimmen, ainstimən
daneben, danebən
hurra, huəra
lustvoll, lustfol
korpulenten, koəpuləntən
umschlagen, umʃlaɡən
regelhaft, reɡelhaft
münzfuß, myntsfus
unterschieben, unteəʃibən
fallenden, faləndən
komplimenten, kompliməntən
brotlaib, protlaip
köpfchen, køpfxən
lektüre, lektyrə
glaskugelpfropfen, klaskuɡelpfropfən
zehntausendmal, tsentauhsəntmal
billig, bilik
lustgejauchze, lustɡejauxtsə
subsumierten, tsupsumiətən
blindekuh, plindeku
morgenlicht, moəɡənlixt
entrollte, əntroltə
trommetet, trometet
unsicherheit, unsixeəhait
wenzeslaus, vəntseslaus
your, youə
verwehrte, feəveətə
zeitinbegriff, tsaietinbekrif
priesters, pristeəs
abgespielt, apɡespilt
eher, eə
knabe, knabə
anschlagsäule, anʃlaksoylə
wurden, vuədən
geschöpfe, ɡeʃøpfə
weisenden, vaiesəndən
ebook, ebok
anhebt, anhebt
quantitativen, kvantietatiefən
aggregat, aɡkreɡat
bemüht, bemyt
schulen, ʃulən
bohrend, borənt
weltgerichte, veltɡerixtə
zauberhaften, tsauhbeəhaftən
räuberisch, royhberiʃ
wählte, veltə
schilder, ʃildə
laster, lastə
zwiespalt, tsvispalt
unbestimmbare, unbestimbarə
solch, tsolx
spröd, sprøt
beschneiden, beʃnaiedən
erbte, eəptə
freiließ, fraielis
fürwahrhaltens, fyəvaəhaltəns
schmiedet, ʃmidet
paolo, paolo
feierlichsten, faieəlikstən
armselige, aəmseliçə
ns, ns
schaff, ʃaf
überantwortet, yberantvoətet
nebelhüllen, nebelhylən
hervorzuheben, heəfoətsuhebən
unegoistisches, uneɡoistieʃes
brichst, prikst
erfrischtem, eəfriʃtem
überirdisch, yberiədiʃ
hausherr, hausheər
drosseln, troseln
wetturnen, vetuənən
leiblichen, laiplixən
drang, traŋk
duell, duel
mist, mist
auszustreuen, austsustroyən
mitbefassen, mitbefasən
wimmernden, vimeəndən
aufgerufen, aufɡerufən
geheul, ɡehoyl
nachtheiliger, naxtaieliçə
ermunternde, eəmunteəndə
wiederkehrenden, videəkerəndən
untertan, unteətan
quidproquo, kvidprokvo
ungerecht, uŋerext
heiligenschein, haieliçənʃain
sophismen, tsofismən
versöhnende, feəsønəndə
fasaneriegarten, fasaneriɡaətən
allervollkommensten, aleəfolkomənstən
winkt, viŋkt
allbereits, alberaits
verehrer, fererə
muriatische, muriatiʃə
medizin, meditsin
vorgelegtes, foəɡelektes
kreuzbogengewölbe, kroytsboɡənɡevølbə
thomas, tomas
weiteren, vaieterən
fließende, flisəndə
losungswort, losuŋsvoət
rühmte, rymtə
verbreitetem, feəpraietetem
richterkollegium, rixteəkoleɡium
vornehmste, foənemstə
zureichte, tsuraixtə
aufbewahrungsort, aufbevaruŋksoət
ärgerte, eəɡeətə
eisfläche, aisflexə
fleisch, flaiʃ
tagliacozzo, takliakotstso
krämerinnen, kremerinən
taumelnd, tauhmelnt
kreuzesmal, kroyhtsesmal
feuer, foyə
überladne, ybeəlatnə
begeistertem, beɡaisteətem
festerem, festerem
gewerken, ɡeveəkən
weniges, veniɡes
jüngling, jyŋkliŋk
schüsseln, ʃyseln
zusammentreffen, tsusaməntrefən
stählen, stelən
angstgestöhn, aŋstɡestøn
schäumende, ʃoyhməndə
strande, strandə
winzer, vintsə
witzten, vitstən
raubgesellen, raupɡeselən
glücklich, klyklix
monumente, monuməntə
brenn, prənn
königin, køniɡin
rezitieren, retsitiərən
anfangen, anfaŋən
einesteils, aiənestails
aufgedeckt, aufɡedekt
mylord, myloət
verschloß, feəʃlos
erschöpftheit, eəʃøpftait
ausführbarkeit, ausfyəbaəkait
gebühre, ɡebyrə
fortdauernd, foətdaueənt
perlmutter, peəlmutə
gutartig, ɡutaətik
zwischenfrage, tsviʃənfraɡə
bleibendes, plaiebəndes
kurzgeschnittenes, kuətsɡeʃnitenes
zerstörung, tseəstøruŋk
knorren, knoərən
abschnitt, abʃnit
einzigste, aintsiçstə
verbindungsbegriffe, feəbinduŋsbekrifə
privatindustrie, prifatindustriə
privatabsicht, prifatapsixt
dialektiker, dialektikə
latierlande, latieəlandə
befreunden, befroyndən
individuen, indifiduən
gefährlichste, ɡefeəlikstə
besonders, besondeəs
letzterem, letsterem
hinauswagenden, hinausvaɡəndən
urania, urania
gegenstände, ɡeɡənstendə
spiegel, spiɡel
gestatten, ɡestatən
bärtchen, beətxən
yet, yet
flamme, flamə
töchterchen, tøxteəxən
mibilligung, mibiliɡuŋk
vollkommenen, folkomenən
volkswillen, folksvilən
empfänglichkeit, empfeŋklixkait
tödtlich, tøtlix
auffahrt, aufaət
militärmantel, militeəmantel
trage, traɡə
begräbnis, bekrepnis
schreiten, ʃraietən
seewind, tsevint
merk, meək
hügelkreis, hyɡelkrais
geplagt, ɡeplaɡt
piccarda, pikkaəda
südens, tsydəns
belobt, belobt
gefühlswallungen, ɡefylsvaluŋən
januarius, januarius
gutmütig, ɡutmytik
durchstießen, duəkstiesən
spaziergang, spatsiəɡaŋk
mondstrahl, mondstral
getagt, ɡetaɡt
tadellosem, tadelosem
verhütung, feəhytuŋk
ungeübt, uŋoÿbt
fehlerfreies, feleəfraies
andererseits, andereəsaits
wucherklauen, vuxeəklauən
letten, letən
zärtlicher, tseətlixə
beleibte, belaiptə
sonnenrande, tsonənrandə
zukünfte, tsukynftə
theatersessel, teateəsesel
zerstäubten, tseəstoyptən
gedankenbestimmung, ɡedaŋkənbestimuŋk
warenhandlung, varənhantluŋk
angreift, aŋkraift
siebenter, tsibəntə
ritt, rit
zwölfhundertsechsundsechzig, tsvølfhundeətseksuntsextsik
deutlich, doytlix
gespaltne, ɡespaltnə
pestilenzen, pestieləntsən
gebrauchst, ɡepraukst
ausspruche, auspruxə
naturgabe, natuəɡabə
schlechtster, ʃlextstə
makkabäus, makkaboys
grandios, krandios
orden, oədən
jenseitigste, jənsaietiɡstə
fräcken, frekən
späße, spesə
verödet, ferødet
eingepflanzten, aiŋepflantstən
panisch, paniʃ
dämmernd, demeənt
schilderten, ʃildeətən
allsogleich, alsoklaix
religiöse, reliɡiøsə
durchwärmte, duəxveəmtə
gesetzgebende, ɡesetsɡebəndə
steines, staiənes
flüchtiger, flyxtiɡə
abstraktes, abstraktes
schiefe, ʃifə
kleinstaaterei, klainstateraie
aufzubieten, auftsubitən
anlagen, anlaɡən
vernähme, feənemə
honorius, honorius
sehergeist, tseheəɡaist
langsames, laŋksames
ephesus, efesus
dominirenden, dominirəndən
art, aət
hühner, hynə
sukzessiv, tsuktsesif
grenadiere, krenadirə
kleid, klait
gewürme, ɡevyəmə
sapphiren, tsaphirən
rechtgläubigen, rextkloyhbiɡən
poch, pox
mißfällt, misfelt
umzuwandeln, umtsuvandeln
merkwürdiger, meəkvyədiçə
aufsteigen, aufstaieɡən
hinzuschauen, hintsuʃauən
allgenugsames, alɡenuksames
trab, trap
plätzen, pletsən
sanfter, tsanftə
weil, vail
beherrschte, beheərʃtə
schmunzelt, ʃmuntselt
entsprießend, əntsprisənt
helmen, helmən
bedürftige, bedyəftiɡə
stemmen, stemən
symbole, symbolə
zöge, tsøɡə
ausgehöhlten, ausɡehøltən
zusammenpreßte, tsusamənprestə
staatswaldungen, statsvalduŋən
barg, baək
tennis, tənnis
entkeimen, əntkaiemən
geschwindigkeit, ɡeʃvindikkait
morgen, moəɡən
oh, o
hohen, hohən
viktor, fiktoə
verwenden, feəvəndən
unwandelbar, unvandelbaə
erleuchtet, eəloyxtet
partie, paətiə
schließen, ʃlisən
hofft, hoft
loswerden, losveədən
gleichsetzen, klaiksetsən
unrast, unrast
entschwanden, ənt͡ʃvandən
erschlagne, eəʃlaknə
hervorblickend, heəfoəplikənt
zukunft, tsukunft
hirngespinst, hiəŋespinst
schüchtern, ʃyxteən
dialexe, dialeksə
viereckige, firekiçə
reigens, raieɡəns
winzigen, vintsiɡən
geständnisse, ɡestentnisə
bildhauers, biltaueəs
keim, kaim
grübelnd, krybelnt
verzweiflend, feətsvaiflənt
festesdrang, festestraŋk
zukunftsweise, tsukunftsvaisə
freudigste, froyhdiçstə
humboldten, humboltən
geschnitten, ɡeʃnitən
linse, linsə
chauffeurs, xaufoyəs
zugemacht, tsuɡemaxt
karger, kaəɡə
abendhimmel, abəntimel
blitzstrahl, plitsstral
antizipationen, antietsipatsionən
erhöhtem, eəhøtem
schwäger, ʃveɡə
wiederfinde, videəfində
wartet, vaətet
accorde, akkoədə
gewältigte, ɡeveltiktə
mündigsprechung, myndiçsprexuŋk
musternden, musteəndən
nihilo, niilo
hierherzudringen, hiəheətsutriŋən
apollinisch, apoliniʃ
erfahrungsgebrauchs, eəfaruŋsɡeprauks
worunter, voruntə
disclaimer, disklaimə
versuchend, feəsuxənt
größe, krøsə
unentdecktes, unəntdektes
monumenten, monuməntən
trivialsten, trifialstən
schläfer, ʃlefə
umherwandernde, umheəvandeəndə
dinge, diŋə
tuba, tuba
unmoralisch, unmoraliʃ
teleologie, teleoloɡiə
lacks, laks
ritualist, ritualist
preisrichters, praisrixteəs
spöttischer, spøtiʃə
seminar, tseminaə
theatralisch, teatraliʃ
geborene, ɡeborənə
noumenon, noumenon
kaiserreichs, kaieseəraiks
prefer, prefə
sibilla, tsibila
priesen, prisən
verleugnen, feəloyknən
femininismus, femininismus
wohlausgeschmücktes, volausɡeʃmyktes
tappt, tapt
geheißen, ɡehaisən
behauptete, behauptetə
adeligen, adeliɡən
teilt, tailt
schwung, ʃvuŋk
drängt, treŋt
gefärbtes, ɡefeəptes
felsenhallen, felsənhalən
vitalian, fitalian
notwendiges, notvəndiɡes
glasbecher, klasbexə
gleichbedeutend, klaixbedoyhtənt
karte, kaətə
xerres, kseəres
schnatterhafte, ʃnateəhaftə
zurücktreten, tsuryktretən
zustande, tsustandə
hochaufgerichtet, hoxaufɡerixtet
brauchen, prauhxən
unterabteilungen, unteraptaieluŋən
träumerischem, troyhmeriʃem
verliebte, feəliptə
musikkorps, musikkoəps
versteckend, feəstekənt
regentropfen, reɡəntropfən
anwalt, anvalt
verteilung, feətaieluŋk
übringens, ypriŋəns
faltenhemd, faltənhemt
getauften, ɡetauftən
aufpflanzt, aufpflantst
staken, stakən
hörbegier, høəbeɡiə
anzeichen, antsaiexən
einsiedler, ainsitlə
kaiserin, kaieserin
krümmung, krymuŋk
abenteuer, abəntoyə
baukünstler, bauhkynstlə
verdingen, feədiŋən
end, ənt
wörth, vøət
profanum, profanum
entstünde, əntstyndə
tiphöus, tiføus
wonnechöre, vonexørə
zeremoniellen, tseremonilən
eilten, ailtən
fürchtete, fyəxtetə
erachten, əraxtən
vernunftglaube, feənunftklaubə
ungleichartigkeit, uŋklaiexaətikkait
gewurzelt, ɡevuətselt
belehrung, beleruŋk
hinausgeführten, hinausɡefyətən
hypothetischer, hypotetiʃə
ulyß, ulys
planloser, planlosə
themsestrand, temsestrant
dröge, trøɡə
äusserst, oyseəst
hufe, hufə
gestochne, ɡestoxnə
get, ɡet
mittagssonne, mitaɡsonə
prächt, prext
bettelbriefen, betelprifən
gesegn, ɡeseɡn
ödipus, ødipus
primitive, primitifə
imperative, imperatifə
aschblondes, aʃplondes
vulkanischen, fulkaniʃən
schwenkte, ʃvənktə
bretterhaus, preteəhaus
ungelehrter, uŋeleətə
widerwillig, videəvilik
entstehet, əntstehet
weltbegebenheit, veltbeɡebənhait
zustandes, tsustandes
menschenähnlichen, mənʃenenlixən
feldes, feldes
cataloguers, kataloɡueəs
kraftersatz, krafteəsats
promenierten, promeniətən
abgezogen, apɡetsoɡən
gesellten, ɡeseltən
universität, unifeəsitet
wanderte, vandeətə
übertragen, ybeətraɡən
hinstürzt, hinstyətst
betreffen, betrefən
ungepflegtheit, uŋepfleɡtait
heidenvolk, haiedənfolk
hinunterstiegen, hinunteəstieɡən
beklebt, beklebt
erwünschteste, eəvynʃtestə
unerschrocknen, uneəʃroknən
kraftfahrzeug, kraftfaətsoyk
adresse, atresə
vorziehe, foətsiə
rechtsansprüche, rextsanspryxə
kurzgehaltene, kuətsɡehaltənə
heraustritt, heraustrit
umlernen, umleənən
feierliches, faieəlixes
einein, aiənain
physiologische, fysioloɡiʃə
unters, unteəs
entflieht, əntflit
ergibt, eəɡibt
nicolovius, nikolofius
ordnungen, oətnuŋən
bettelns, betelns
wüthenden, vytəndən
verlangsamen, feəlaŋksamən
geschmackvoll, ɡeʃmakfol
vergleichen, feəklaiexən
griechengottes, krixənɡotes
ungemünzt, uŋemyntst
batest, batest
wegzudeuteln, vektsudoyhteln
vollmonds, folmonds
heissen, haisən
gemeinsame, ɡemainsamə
kämpfer, kempfə
nilus, nilus
hybride, hypridə
york, yoək
widergaben, videəɡabən
numerierte, numeriətə
brunett, prunet
ungeheurem, uŋehoyhrem
vernünftigste, feənynftiɡstə
metaphysik, metafysik
mitbringt, mitpriŋt
verachtet, feraxtet
